Produk,Rating,Ulasan
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Buah sawo buah pepaya kita upload dulu ya…
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Bagus, cuma kebesaran ukurann 39 sama anak saya, padahal kaki anak saya memang ukuran 39.. tapi Ndak apa2 bisa dipakai pas kenaikan kelas saja nanti"
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,mantap sesuai pesanan
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Alhamdulilah brg dah sampai sesuai pesanan trimaa kasih kak
Ventela Bts 70s Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagussssss sekaliiii
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Sangat, sangat puas,  bgs banget sepatunya sesuai dgn pesanan sampainya jg cepat.trimakasih banyak ya, bisa buat langganan dach"
Ventela Olympic Low White Brown [ORIGINAL] - Putih Coklat,0,Keren banget
Ventela Fat Boy Low Black Natural [OFFICIAL],0,"Pengiriman cepat, barang real pict 👍"
Ventela Evo Low Black Natural [ORIGINAL],0,bagus
Ventela Republic High Cream [ORIGINAL],0,"barang bagus, pengantaran lumayan cepat karena saya ada di jatim"
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Klo ada bintang 100 udah ku kasi rating 100
Ventela Republic High Cream [ORIGINAL],0,"Overall bagus dan kece parah sih, gak kalah jauh lah sama brand2 luar. Pertama kali beli sepatu brand local dri Ventela alhamdulillah gak nyesel. Semoga bisa kuat dan tah... "
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Baguss nyaman dipakai nya
Ventela Bts 70s Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,yaa
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sesuai deskripsi
Ventela Olympic Low White Brown [ORIGINAL] - Putih Coklat,0,"bagus, insole nya empuk"
Ventela New Public Low White [ORIGINAL] - Putih,0,good
Ventela Ethnic Low All Black [ORIGINAL] - Hitam,0,barang sudah mendarat dengan selamat. terima kasih
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sesuai pesanan nyaman di pake poke kualitas keren dah
Ventela Public Fat Low Grey [ORIGINAL],0,.
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Original full
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Alhamdulillah udah diterima dg baik maaf baru ngasih ulasan,pas walau agak longgar dikit"
Ventela Republic High Cream [ORIGINAL],0,Bentuk dan ukuran: Pass
Ventela Public Low All Black [ORIGINAL] - Hitam,0,Sesuai pesanan oke banget
Ventela Fat Boy Low Black Gum [OFFICIAL],0,nice
Ventela Ethnic High All Black [ORIGINAL] - Hitam,0,Bagus
Ventela Alpha Low Navy [ORIGINAL],0,Bentuk dan ukuran: Pas
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Bagus seperti biasa, senang berlangganan di toko ini. Mantap deh pokoknya"
Ventela Reborn Low Reflective White [ORIGINAL] - Putih,0,kelazz min
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sesuai pesanan original Ventela...
Ventela Fat Boy Low Black Natural [OFFICIAL],0,"Bentuk dan ukuran: pas
Daya tahan pakai: bagus"
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,mantabbbb
Ventela Alpha Low All Black [ORIGINAL] - Hitam,0,Mantap sesuai ekspetasii
Ventela Ethnic High All Black [ORIGINAL] - Hitam,0,"Terbaik, Pokonya rekomendasi banget"
Ventela New Public Low White [ORIGINAL] - Putih,0,Barang nya bagus
Ventela Public Fat Low Black White [ORIGINAL],0,.
Ventela Public Low Grey [ORIGINAL] - Abu⠀,0,Josss
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bentuk dan ukuran: kegedean padahal biasanya uk segitu pas
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,cakep poll
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Keren banget
Ventela Olympic Low White Brown [ORIGINAL] - Putih Coklat,0,Sangat Recommended Jos👍
Ventela Bts 70s High Cream [ORIGINAL],0,Baguss sekalieee
Ventela Alpha Low White [ORIGINAL] - Putih,0,"Bagi kalian yang ingin mencari sepatu ventela, ini rekomendasi banget ya, Terima kasi kaka barang nya udah sampai ya, puas banget dengan barangnya hehe ^_^"
Ventela Public Fat Low Black Natural [ORIGINAL],0,gacor
Ventela Basic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Bagus ,saya suka pas banget buat harian di kaki nyaman pokok e
Bentuk dan ukuran: UK 38 bentuk pas
Aroma: Aroma ban
Daya tahan pakai: Belum di coba
Warna: Hitam putih,ven... "
Ventela Alpha Low Cream [ORIGINAL],0,Barang sesuai gambar bagus ukuran pas
Ventela Public Low Dark Green [ORIGINAL] - Hijau,0,Mudah2an awet
Ventela Ethnic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,terimakasih semoga bisa jadi langganan
Ventela Basic High White [ORIGINAL] - Putih⠀⠀⠀⠀⠀⠀⠀⠀,0,baguss tapi kekecilann🥲
Ventela Bts 70s High Cream [ORIGINAL],0,"bahannya oke, model oke ala2 70s, lem2an sol rapih semua good job pokoknyaa! cocok buat diajak beraktifitas berat. mau ngampus, sekolah, kerja, apapun deh. terus juga ang... "
Ventela Fat Boy Low Black Gum [OFFICIAL],0,Bagus
Ventela Bts 70s High Cream [ORIGINAL],0,BarangNya sangat bagus sesuai dengan pesanan..🤗🥰
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Sepatunya sudah sampai,bagus.makasih smoga tokonya amanah,besok bisa langanan lagi"
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Relpik
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagus buat anak sekolah. Makasih
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"modelnya keren ukurannya pas di kaki, sempurna gada cacat sama sekali"
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,behhh cakepp beneerrr
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Salah ukur jadi kebesaran
Ventela Ethnic Low All Black [ORIGINAL] - Hitam,0,ukuranya pas spatunya bagus
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,paten
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Mantap sesuai ekspektasi, sol tebel ukuran pass!!. belom dipake tapi semoga aja awet😆😆"
Ventela Republic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Maap baru kasih ulasan sekarang barang ORi kalau ada bintang 10 pasti aku kasih soalnya barang bagus banget kalau ada yg minat bli di toko ini aja,DA nanti pasti bkl lang... "
Ventela Public Low Cream [ORIGINAL]⠀⠀⠀⠀⠀⠀,0,"Ubur ujur ikan lele, ok cakep leee. Ini bagus sih, tapi emang kayaknya harus diturunin satu size sih biar pass, sblmnya ga turunin size krn takut pas dtg malah kekecilan.... "
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Produknya ori
Ventela Reborn Low Reflective Black Natural [ORIGINAL] - Hitam Putih Gading,0,Kebesaran dan sayang nya mau tukar size udah gkbisa repon nya terlalu lambat
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Enakeun
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,sepatunya bagus okee 👍🏻
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,"poko nya good , rekomen untuk di beli"
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,"sepatu sekolah esempe ampe esemma, pas kayak digambar"
Ventela Ethnic High All Black [ORIGINAL] - Hitam,0,"harusnya ngambil uk 39,tpi okelah"
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sepatutnya bagus pengiriman nya cepat josssss
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Alhamdulillah barangnya sampai sayaa sebagai konsumen sangat puass barangnya benar benar orii terima kasih produk ventelaa
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sepatu nya udah sampai terimakasih
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sangat berkualitas tinggi 🔥
Ventela Bts 70s Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Pass
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sesuai pesanan
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Gk pernah nyesel beli ventela
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Mantappppp
Ventela Alpha Low Cream [ORIGINAL],0,Keren anjay
Ventela Alpha Low Cream [ORIGINAL],0,Pengiriman cepat bahan oke
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,"bagian solnya kurang rapi, masih banyak bekas lem"
Ventela Republic High Cream [ORIGINAL],0,mntp
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"gacorr, 100% ori cuyy no kw kw"
Ventela Basic Low White [ORIGINAL] - Putih,0,Mantul
Ventela Alpha Low Cream [ORIGINAL],0,Bagus sesuai ekspektasi
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,bagus
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagus
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Kualitasnya tidak kalah dengan produk luar negeri
Ventela Basic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Barangnya sesuai pesanan, dan bahannya tebel jugaa nyaman di pakainya, terimakasih🙌"
Ventela Ethnic High All Black [ORIGINAL] - Hitam,0,"modelnya keren, pembelian ke dua buat kakak. sepatu yang di beli pertama juga awet setelah pemakaian 1 tahun,"
Ventela Olympic Low White [ORIGINAL] - Putih,0,Sepatu nya Bagus beli satu dapet dua kanan dan kiri
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagusss
Ventela Fat Boy Low Black Natural [OFFICIAL],0,"Luar biasa... Ternyata sepatunya sangat apik semua oke, maju terus Indonesia.."
Ventela Ethnic Low White [ORIGINAL] - Putih⠀⠀⠀⠀⠀⠀⠀⠀,0,Barang sesuai display...makasih
Ventela Public High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Baguuuuuus
Ventela Ethnic Low All Black [ORIGINAL] - Hitam,0,Produk sesuai
Ventela Ethnic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,bagus
Ventela Ethnic Low All Black [ORIGINAL] - Hitam,0,👍
Ventela Fat Boy Low Black White [OFFICIAL],0,Ok banget
Ventela Bts 70s Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"jujur ini sepatu vantela pertama gw, ga expect bakal sekeren ini insolenya juga empuk

buat dipake kerja semoga awet, kalau terbukti awet otomatis order lagi varian lain... "
Ventela Icon Black Natural [ORIGINAL] - Hitam Putih Gading,0,"model minimalis
bahan oky 
kenyamanan oky"
Ventela Olympic Low Black White [ORIGINAL] - Hitam Putih,0,Barang sudah sampai sesuai deskripsi
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,👍👍
Ventela Reborn Low Reflective Black Natural [ORIGINAL] - Hitam Putih Gading,0,Betulan menyala 🔥
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Always good
Ventela Reborn Low Reflective Black Natural [ORIGINAL] - Hitam Putih Gading,0,Ok
Ventela New Public Low Grey [ORIGINAL] - Abu,0,Pas
Ventela Public High Cream [ORIGINAL],0,Bagus
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sesuai pesanan
Ventela Republic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Mantap
Ventela Bts 70s Low Cream [ORIGINAL],0,Sesuai pesanan
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Gara gara gw punya yg brand ""compres"" jdi pengen nyoba punya lokal, ealah boleh juga, enak dipake buat nyantai sama sekolah/ngampus"
Ventela Bts 70s High Cream [ORIGINAL],0,Recommended
Ventela Bts 70s High Cream [ORIGINAL],0,mantaaap dan keren
Ventela Republic Low Cream [ORIGINAL],0,bagus model keren kenyamanan empuk  sol kuat
Ventela Fat Boy Low Black Natural [OFFICIAL],0,Original mantab..
Ventela Victory Low All Black [ORIGINAL] - Hitam,0,"Barang sudah mendarat dengan selamat,packing baik
Produk original ,terima kasih ventela semoga sukses dan berkah"
Ventela New Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagusss
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Sepatunya bagus, pengiriman juga cepat"
Ventela Public Low White [ORIGINAL] - Putih⠀⠀⠀⠀⠀⠀⠀,0,Bagus gg bojoku seneng
Ventela Basic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,alussss becuss hadee saeee 🤘🤘🤘🤘🤘🤘
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Mantap kualtas nomer satu ga mengecewakan 
Jadi langganan untuk peseb berikutnya"
Ventela Bts 70s Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Cakep poll, nggak nyesel, pokonya jangan ragu"
Ventela Bts 70s Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Mantap👍🏼
Ventela Fat Boy Low Black Natural [OFFICIAL],0,mantap
Ventela Basic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,bagussssss
Ventela Republic Low Black Gum [ORIGINAL],0,sesuai pesanan model keren ori pula..terima kasih..
Ventela Olympic Low White Brown [ORIGINAL] - Putih Coklat,0,bagussss realpicccc
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Sesuai pesanan, ukuran pas.."
Ventela Ethnic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Good
Ventela Icon Black Natural [ORIGINAL] - Hitam Putih Gading,0,Salah pesen ukuran eung
Ventela Republic Low Black Gum [ORIGINAL],0,"Mantul sekali,,,"
Ventela Bts 70s High Cream [ORIGINAL],0,Sangat sesuai🙌
Ventela New Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Mantap Pokoknya Sesuai Lah Barang Nya Murah Dan Bagus Gak Kaleng Kaleng Lah
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Mantul
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,mntp
Ventela New Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Menyala🤩🔥
Ventela Icon Black Natural [ORIGINAL] - Hitam Putih Gading,0,.
Ventela Alpha Low All Black [ORIGINAL] - Hitam,0,Kurirnya langganan mantap
Ventela Basic Low All Black [ORIGINAL] - Hitam,0,"Size 39 tpi kyak size 42
Gede bnget... Apa g bisa di retur ya ganti size"
Ventela Olympic Low White Brown [ORIGINAL] - Putih Coklat,0,Mantap
Ventela Icon Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagus
Ventela Republic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,alhamdulillah pas sepatu nya 👍🏽
Ventela Olympic Low White Brown [ORIGINAL] - Putih Coklat,0,Keren pokoknya
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sangat rekomendasi
Ventela Olympic Low White Brown [ORIGINAL] - Putih Coklat,0,Manaokk
Ventela New Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Baguss ori, sudah langganan.."
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Pas
Ventela Reborn Low Reflective Black Natural [ORIGINAL] - Hitam Putih Gading,0,original
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,"bagus bahan nya, jahitan rapih, semoga bawah nya awet, spt CVS"
Ventela Republic High Cream [ORIGINAL],0,Pas banget sukaakkk
Ventela Alpha Low Grey [ORIGINAL] - Abu,0,Good
Ventela Icon Black Natural [ORIGINAL] - Hitam Putih Gading,0,Mantap spatunya pas cocok sesuai psanan💯👍👍
Ventela Icon Black Natural [ORIGINAL] - Hitam Putih Gading,0,Ok
Ventela Icon Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Sudah datang barangnya keren, warna bagus, UK sempit sedikit agak susah masuk tapi longgar di ujungnya"
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,"pas ukuran d anak sya kelas 3 yg BB 50 TT 144,5,mudah²n aj sepatu nya awet ga kaya merek lain Bru 2 bulan jebol sekolah Bru pertengahan semester ud abs 3 sepatu 4 sma yg... "
Ventela New Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Ok.
Ventela Public Low Grey [ORIGINAL] - Abu⠀,0,Antap sesuai foto
Ventela Icon Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagus
Ventela Bts 70s Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Mantap sesuai pesanan
Ventela Olympic Low White Brown [ORIGINAL] - Putih Coklat,0,Bentuk dan ukuran: cakep poll & pas
Ventela Olympic Low White Brown [ORIGINAL] - Putih Coklat,0,"Bgus bngettt admin nya fast respon baikkk, makasiii min"
Ventela Basic Low White [ORIGINAL] - Putih,0,Bagus
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sepatunya bagus banget dan original. Pelanggan ku sangat suka nanti klw ada yg mesen order lagi di toko ini.makasih seller dan tik tok sukses sllu
Ventela Bts 70s Low Cream [ORIGINAL],0,Bentuk dan ukuran: Bagus sesuai ekpetasi
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bintang yang berbicara
Ventela Republic Low Black Gum [ORIGINAL],0,Pas
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagus banget suka
Ventela Republic Low White [ORIGINAL] - Putih,0,"barang jos Ori, pengiriman cepat... kurir langganan... kombinasi tak terbantahkan"
Ventela Alpha Low Cream [ORIGINAL],0,Barangnya oke sesuai sama harga tapi kurirnya ngeselin sampe ribut sama kurirnya kaya GK niat bgt kerja
Ventela Reborn Low Reflective Black Natural [ORIGINAL] - Hitam Putih Gading,0,Kurir ga mau ngantar paketnya
Ventela New Public Low White [ORIGINAL] - Putih,0,Bagus
Ventela Public Fat Low Black Natural [ORIGINAL],0,👍
Ventela Basic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,bagus si cuma kardusnya rusak terus ga dapat kaos kaki dan untuk packingannya lebih di safety lagi tambahin dus lagi biar dusnya ga rusak
Ventela Fat Boy Low Black Natural [OFFICIAL],0,"Dukung terus produk lokal indonesia, salah satunya ventela"
Ventela Icon Black Natural [ORIGINAL] - Hitam Putih Gading,0,Barang Oke  banget sesuai pas dengan ukuran kaki  mantap
Ventela Ethnic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Bentuk dan ukuran: It fits well even not at all.
Warna: Black.
The packcage arrives safely. Worth as the price."
Ventela Basic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Bentuk dan ukuran: 36
sepatunya bagus bangett👍🏻"
Ventela Alpha Low Navy [ORIGINAL],0,Nice quality
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagus
Ventela Olympic Low White Brown [ORIGINAL] - Putih Coklat,0,Gacor kang
Ventela Alpha Low Cream [ORIGINAL],0,Mantap sesuai gambar
Ventela Alpha Low All Black [ORIGINAL] - Hitam,0,Sesuai pesanan mksih
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Terima kasih barang sesuai dengan foto.barang bagus👍👍
Ventela Public Fat Low All Black [ORIGINAL],0,Mksh kk. Sepatu bagus banget.
Ventela Public Fat Low Black Natural [ORIGINAL],0,Ril dan puas untuk semuanya
Ventela Ethnic High All Black [ORIGINAL] - Hitam,0,Bagus brang nya dh smpai ....
Ventela Republic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Pengiriman cepat.. Barang bagus no cacat
Ventela Fat Boy Low Black Gum [OFFICIAL],0,Bgus bgt
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Bagussss banget, terima kasih"
Ventela Republic Low White [ORIGINAL] - Putih,0,Kekecilan
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Pembelian kedua kalinya untuk anak sekolah
Bagus dan murce 
Kualitas cukup baik untuk produk Lokal Indonesia"
Ventela Public Fat Low Black White [ORIGINAL],0,besttt
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagus
Ventela New Public Low White [ORIGINAL] - Putih,0,Sesuai pesanan
Ventela Alpha Low Cream [ORIGINAL],0,"Bentuk dan ukuran: Pas
Warna: Bagus"
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Toko benar benar amanah😍
Pesanan spatu benar"" bagus banget sesuai dengan gambar dan pengirimannya cepat. Pasti langganan di toko ini🥰👍"
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Ok
Ventela Basic High White [ORIGINAL] - Putih⠀⠀⠀⠀⠀⠀⠀⠀,0,"Bentuk dan ukuran: Sesuai
Daya tahan pakai: Semoga awet"
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,🔥🔥🔥
Ventela Alpha Low Cream [ORIGINAL],0,kegedean padahal udah ukuran biasanya 38 ini kaya uk 40 huhu😔
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Sangattt keren
Aku downsize biasa 40 ini 39 aja msh cukup aku ke 2x ny beli ka maksih"
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagus
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sesuai pesanan
Ventela Bts 70s Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sepatu ya bagus cuma warna logo ya aja beda...gak sesuai gambar...tapi ok lah
Ventela Alpha Low Cream [ORIGINAL],0,"Shape and size: 36
Wearability: sangat nyaman, untuk acara formal dan non formal sangat cocok bisa buat kuliah, nongkrong, main
Color: cream"
Ventela Ethnic Low All Black [ORIGINAL] - Hitam,0,Kebesaran
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Good
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Realpick bgtt,minusnya cuma kardusnya penyok🤜🏻"
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,👍🏻👍🏻
Ventela New Public Low White [ORIGINAL] - Putih,0,Bagusssss
Ventela Bts 70s High Cream [ORIGINAL],0,"Keren sepatunya,bagus modelnya,anakku suka,,,besok pesan lg....bahan jg halus"
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Barang sudah sampai okelah sesuai dengan keinginan,,, amanah tokonya 👍"
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Bagus banget mudah"" an awet barang y"
Ventela Victory Low Black White [ORIGINAL] - Hitam Putih,0,mantap sesuai pesanan
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Cakeppppp bgtttttt asli
Ventela Bts 70s Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Aku uk 38 upsize ke 37 masih longgar
Sol agak licin ya
Tapi lumayan buat gym"
Ventela Bts 70s High Black Natural [ORIGINAL] - Hitam Putih Gading,0,pas
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Bagus, semoga awet"
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Barang ok,pengiriman cepat,kurirnya santuy...."
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagus
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Oke
Ventela Public Low Navy [ORIGINAL]⠀⠀⠀⠀,0,Mantull
Ventela Alpha Low White [ORIGINAL] - Putih,0,"Sepatunya top deh berkualitas.
Awalnya sempet kecewa sih karna ukuran sepatu yg datang gk sesuai pesanan tapi aku udah return, dan akhirnya pesen lagi karna emang sepatun... "
Ventela Ethnic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagus sekali
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Jossss
Ventela New Public Low White [ORIGINAL] - Putih,0,Bagus
Ventela Republic High White [ORIGINAL] - Putih,0,Mantaap
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Bagus bnget saya sangat puas, sepatunyaa keren nyaman di pake pengiriman cepat bnget"
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,sangat bagusssss
Ventela Public Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,gacorr
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Bagus
Ventela Reborn Low Reflective Black Natural [ORIGINAL] - Hitam Putih Gading,0,sesuai tapi pengantaran aja yang lama
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Perdana belanja online perlengkapan sekolah tapi hasilnya memuaskan. Pengiriman nya jg cepat dan bisa COD pula. Terimakasih VENTELLA semoga awet buat sekolah 😍utk size t... 
Ventela Ethnic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sesuai gambar
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,"Bentuk dan ukuran: Pas
Warna: Sesuai
Daya tahan pakai: Bagus"
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Keren bangett sepatunyaa bahanya juga baguss cocok sii
Ventela Public High White [ORIGINAL] - Putih,0,Bagus
Ventela Ethnic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Sesuai pesanan mantaf
Ventela Reborn Low Reflective Black Natural [ORIGINAL] - Hitam Putih Gading,0,Mantul
Ventela Basic Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Lumayan lah
Ventela Fat Boy Low Black White [OFFICIAL],0,👍
Ventela Alpha Low White [ORIGINAL] - Putih,0,Barang nya bagus realpick sesuai foto
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Terima kasih
Ventela Ethnic Low All Black [ORIGINAL] - Hitam,0,"cocok pass
ukuran:38
warna:hitam polos"
Ventela Icon White [ORIGINAL] - Putih⠀⠀⠀,0,sesuai pict😍
Ventela Republic High White [ORIGINAL] - Putih,0,Y
Ventela Distro Black Natural [ORIGINAL] - Hitam Putih Gading,0,Nice
Ventela Bts 70s Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,👍👍👍
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Keren sesuai ekspektasi
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,bagus bangettt
Ventela Alpha Low Black Natural [ORIGINAL] - Hitam Putih Gading,0,Mantap
Ventela Alpha Low Cream [ORIGINAL],0,"sepatu nya udah sampai,makasih yaa tapi ternyata kebesaran😭 padahal udah ambil sesuai ukuran sepatu aku yg biasa nya tapi gppa lah makasihhh😅"
Ventela Public Low All Black [ORIGINAL] - Hitam,0,"Barangya sudah sampai,terima kasih👍🙏"
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading,0,Barang bagus dan sesuai
Ventela Victory Low All Black [ORIGINAL] - Hitam,0,"Bagus banget, ventela,"
