Produk,Rating,Ulasan
Sepatu Compass Velocity Black,0,ga pernah kecewa sama compass🥰🥰
Sepatu Compass Gazelle Low Cream,0,barang sesuai  dan sampai dengan kondisi baik
Sepatu Compass Tribune Black Gum,0,keren parah
Sepatu Compass Velocity Grey,0,toppp markotoppp sepatu nyaa nyaman dipake pertama kali beli compas kayanya bakal keterusan nih
Sepatu Compass Velocity Black Gum,0,Bgus
Sepatu Compass Tribune Black Gum,0,Mantapp
Sepatu Compass Gazelle Hi Black White,0,"Mantap, compass emang gak pernah salah"
Sepatu Compass Velocity Black,0,"Value for money, tapi size lebih kecil 1/2 dari normal"
Sepatu Compass Retrograde Hi Decon Cream,0,"Terkirim dengan baik, 
Packing aman, semoga awet sepatunya"
Sepatu Compass Velocity Black,0,Nice
Sepatu Compass Velocity Black,0,Mantep dehh pokonya
Sepatu Compass Gazelle Hi White Red,0,Masyallah bagus banget 🤗🫶
Sepatu Compass Gazelle Low Cream,0,agak kebesaren dikit tapi gapapa sihhh mantep 🔥
Sepatu Compass Velocity Black,0,"Mantap , nyaman dikaki , model bagus"
Sepatu Compass Tribune Black Gum,0,"Pol, mantaaap‼️"
Sepatu Compass Tribune Black Gum,0,mantaap❤️‍🔥
Sepatu Compass Jersey LS Away Maroon,0,👍🏻👍🏻👍🏻👍🏻
Sepatu Compass Velocity Black,0,"kerenn banget ni produk lokal, akhirnya kebagian juga stock nyaa, baguss banget look nya."
Sepatu Compass Gazelle Low White Blue,0,Tidak usah di ragukan kualitas nya
Sepatu Compass Gazelle Low Cream,0,Mantap
Sepatu Compass Tribune Away Maroon,0,Stingaak edaan barangnya goods
Sepatu Compass Gazelle Low Black White,0,Produk diterima dengan baik dan tentunya ok banget..  respon seller cukup cekatan
Sepatu Compass Tribune Away Maroon,0,Kerenn abiss tribune gak pernah salah
Sepatu Compass Tribune Home Black,0,"manteppp banget,akhirnya setelah sekian lama keabisan muluu,pengiriman jos cuma 1 hari dari bandung sampee ke sukabumi🔥🔥🔥"
Sepatu Compass Velocity Black,0,"Overall Bagus, Tapi Ada Noda Aja Sedikit"
Sepatu Compass Velocity Black,0,"Bagusss siiih mantap,kuliatas barang nya okee"
Sepatu Compass Gazelle Hi Black Gum,0,Barangnya dah nyame sepatunya bagus
Sepatu Compass Tribune 4884 Black,0,Bahan bagus sesuai pesanan dan pengiriman cepat
Sepatu Compass Tribune 4884 Black,0,Sepatu nya sangat sangat istimewa
Sepatu Compass Tribune White Blue,0,mntap poko e
Sepatu Compass Velocity Black Gum,0,Enak pulen
Sepatu Compass Tribune 4884 Tan,0,Bagusss
Sepatu Compass Tribune Black Gum,0,kereen artikel yg ini
Sepatu Compass Tribune Black Gum,0,Bagus
Sepatu Compass Gazelle Hi White Blue,0,"Bentuk dan ukuran: bagus, sesuai"
Sepatu Compass Tribune Red Gum,0,Look mah gak kalah sama adidas
Sepatu Compass Gazelle Hi White Red,0,okey
Sepatu Compass Tribune Black Gum,0,kerenn
Sepatu Compass Gazelle Hi White Red,0,"bagus, tidak ada minus"
Sepatu Compass Tribune 4884 Tan,0,Sepatunya cantik
Sepatu Compass Gazelle Low Black White,0,Produk asli dan sangat keren dipakai
Sepatu Compass Tribune Black Gum,0,"model sesuai, bahan bagus, empuk langsung cocok karna sebelumnya jg pake compass"
Sepatu Compass Tribune Navy Gum,0,Lokal wani🔥
Sepatu Compass Gazelle Hi Black White,0,bagus
Sepatu Compass Velocity Black Gum,0,Bentuk dan ukuran: pas
Sepatu Compass Tribune White Blue,0,Mantap sekali🤩
Sepatu Compass Velocity Grey,0,barang sesuai
Sepatu Compass Tribune Home Black,0,geloo kece parah
Sepatu Compass Velocity Black Gum,0,bagusss betulz
Sepatu Compass Retrograde Slip On Cream,0,Bentuk dan ukuran: Pas
Sepatu Compass Tribune Black Gum,0,Nice pokonya
Sepatu Compass Tribune Black Gum,0,baru pas
Sepatu Compass Tribune Black Gum,0,Terrrbagus pokok nya mah. Nyaman di pakai.
Sepatu Compass Gazelle Popsicle Red,0,Keren🥰
Sepatu Compass Tribune Black Gum,0,mantep barang nya terimakasih
Sepatu Compass Gazelle Hi White Red,0,Mantap
Sepatu Compass Velocity Mint,0,Mantap
Sepatu Compass Retrograde Hi Decon Black White,0,Ok
Sepatu Compass Gazelle Low Cream,0,"sesuai dengan gambar, nyaman dipake"
Sepatu Compass Retrograde Low Black White,0,"Keren, sangat nyaman di pakai."
Sepatu Compass Tribune Black Gum,0,mantap ukuran pas bahan bagus kenyamanan oke
Sepatu Compass Gazelle Low Cream,0,bagus
Sepatu Compass Tribune White Blue,0,"bagus, tapi saran buat yg mau beli lebihin 1 ukuran sepatunya, dari ukuran sepatu biasa"
Sepatu Compass Tribune Home Black,0,Cakeuuuppp bangett
Sepatu Compass Jersey LS Home Black,0,good
Sepatu Compass Gazelle Low Cream,0,"modell sesuaii di fotoo, materialnyaa baguss"
Sepatu Compass Jersey LS Home Black,0,"real wakk, no fake²"
Sepatu Compass Tribune Black Gum,0,"sepatunya bagus, tapi mines packing nya aja, masa kardusnya penyok"""
Sepatu Compass Tribune Black Gum,0,good
Sepatu Compass Gazelle Low White Blue,0,Ok
Sepatu Compass Tribune Black Gum,0,mntap
Sepatu Compass 25th COMPASS TOTEBAG,0,Kerennn
Sepatu Compass Velocity Black Gum,0,"keren, nyaman, puas.
bakal balik lagi buat beli warna lain"
Sepatu Compass Tribune Black Gum,0,empukkkk bangeeeetttt
Sepatu Compass Gazelle Low Cream,0,boxnya basah
Sepatu Compass Gazelle Hi White Blue,0,Mantap
Sepatu Compass Gazelle Hi White Blue,0,bagus sesuai
Sepatu Compass Tribune Black Gum,0,ok
Sepatu Compass Tribune Black Gum,0,Gacorrr
Sepatu Compass Tribune Home Black,0,Bagus
Sepatu Compass Velocity Black Gum,0,Bagus
Sepatu Compass Velocity Black,0,Nice
Sepatu Compass Jersey LS Home Black,0,"mataps
Kualitas produk: mantaps"
Sepatu Compass Tribune White Blue,0,jos nyaman pokonamah
Sepatu Compass Tribune Home Black,0,mantap
Compass Velocity Black,0,"mantap sepatunya, ukuran sesuai pas banget nyaman dipakai, modelnya bagus, bahannya juga oke, dapat harga diskon juga. keren deh compass 👍👍👍"
Sepatu Compass Tribune Home Black,0,Mantap
Sepatu Compass Retrograde Low Triple Black,0,"Bagussss sekaliii, produk ORI 🥳🥳🥳🥳"
Sepatu Compass Gazelle Low Black White,0,"Baru pertama kali beli compass, langsung di buat jatuh cinta. keren banget barangnya ga nyangka sebagus ini kualitasnya. terimakasih compass sudah hadir di dunia 🫶❤️"
Sepatu Compass Gazelle Low Black White,0,"modelnya keren, pas bgt dan ga sakit, overall good quality!"
Sepatu Compass Velocity Grey,0,"Okee, suka sama model sepatunya ukuran pas nyaman, cuma kurang nyaman aja kalau dipake jalan / berdiri lama🥲"
Sepatu Compass Tribune Home Black,0,ok
Sepatu Compass Retrograde Slip On Cream,0,"Kualitas gak perlu diragukan👍🏼, mari cintai produksi anak bangsa 🙏🏻"
Sepatu Compass Tribune Red Gum,0,"goodlah, bagian lem sepatu ke outsole aja kurang rapi. semoga pabrikan produksinya lebih telaten lagi"
Sepatu Compass Gazelle Low Cream,0,🤟🏼
Sepatu Compass Gazelle Hi White Red,0,mntp
Sepatu Compass Tribune Home Black,0,Jossss
Sepatu Compass Tribune Home Black,0,sangat bagus
Compass Velocity Black,0,keren nyaman asik masuk!! akan beli lagi di warna yg lain
Compass Velocity Black,0,"kereeeennnnnnnn.... baru pertama kali beli, ternyata pas datang sangat puass, cakep, thanks compass 😘"
Sepatu Compass Tribune Home Black,0,Tribune Home Black is coming HOME! Landing dengan selamat
Sepatu Compass Tribune Black Gum,0,mantap pokonamah sesuai ekspektasi
Sepatu Compass Tribune Navy Gum,0,"LOOKNYA MANTEP BAT SIH,BAHANNYA JUGA BAGUS INSOLE NYA JUGA LUMAYAN EMPUK DAN NYAMAN DIPAKE 
#LOKAL PRIDE🔥🔥🔥"
Sepatu Compass LUCKY RABBITS #1 TOTEBAG,0,"Barang sangat mantab dan hanya tersedia di tokopedia untuk saat ini.

Tetapi kualitas dan material produk b aja"
Sepatu Compass Velocity Grey,0,Good
Sepatu Compass Tribune Black Gum,0,bagus ga sia sia nunggu lama ke potong libur lebaran
Sepatu Compass Velocity Black,0,Epic product! 🔥🚀
Sepatu Compass Velocity Black,0,baguss bangettttt😭😭😭😋😋😋
Sepatu Compass Gazelle Hi White Blue,0,Good
Sepatu Compass Gazelle Hi Black White,0,"Untuk kualitas barangnya oke, cuman di awal uda dibilang minta greeting card untuk birthday katanya bisa tapi ga dikasih. So far pengiriman nya juga cepat dari estimasi y... "
Sepatu Compass Tribune Navy Gum,0,enak nyaman pokoknya. klo wide foot upsize 1 karena emg agak narrow. gitu aja overall so good
Sepatu Compass Tribune 4884 Tan,0,Bagus bgt 😍😍😍
Compass Velocity Black,0,"sampai dengan selamat, walaupun bawah duskboom ada crash hole sedikit tapi its okayy, overall mantap"
Sepatu Compass Tribune White Blue,0,bagusss👍🏻
Sepatu Compass Tribune Black Gum,0,"barang bagus, sesuai pesanan kualitas bintang 5"
Sepatu Compass Tribune Black Gum,0,Sesuai dengan di gambar
Sepatu Compass Tribune White Blue,0,okeee
Sepatu Compass Jersey LS Away Maroon,0,"Modelnya pas, mantap sesuai bayangan, sukses selalu gann!"
Sepatu Compass Jersey LS Home Black,0,"Modelnya pas, mantap sesuai bayangan, sukses selalu gann!"
Sepatu Compass Tribune Home Black,0,Mantap
Sepatu Compass Proto 2 Low,0,cakepp bangettt
Sepatu Compass Tribune Black Gum,0,mantapppsssss
Sepatu Compass Gazelle Low Cream,0,Bagus
Sepatu Compass Tribune 4884 Tan,0,Good shoes
Sepatu Compass Gazelle Low Black White,0,good
Sepatu Compass Jersey LS Home Black,0,"173/72 
size M masuuukk"
Sepatu Compass Gazelle Hi Black Gum,0,Good
Sepatu Compass Tribune White Blue,0,mantap
Sepatu Compass Tribune Red Gum,0,Good
Sepatu Compass Tribune White Blue,0,Mantap sesuai ekspektasi
Sepatu Compass Tribune Black Gum,0,"mantaaappppl , sesuai dan pas"
Sepatu Compass Gazelle Hi Black Gum,0,Good
Sepatu Compass Gazelle Low Cream,0,"Barang nya good  tapi minus pengiriman nya aja, bandung jakarta 6 hari"
Sepatu Compass Gazelle Popsicle Green,0,Mantapp
Sepatu Compass Gazelle Hi Cream,0,kerennnnn! di tambah pengiriman cepet bet ****** baru mesen kemaren doang. gokil
Sepatu Compass Jersey LS Home Black,0,Ukuranya sesuai
Sepatu Compass Tribune White Blue,0,cakeppp bangettt
Sepatu Compass Tribune Black Gum,0,"kemasan rapi dan aman. kualitas sepatu nyaman digunakan, semoga awet."
Sepatu Compass Tribune Black Gum,0,Pesenan sudah sampai dan nyaman di pakai
Sepatu Compass Velocity Black Gum,0,Good
Sepatu Compass Tribune White Blue,0,oke
Sepatu Compass Tribune Black Gum,0,best and beast
Sepatu Compass Gazelle Hi Black White,0,Sepatunya bagus kualitas lokal tapi sebagus produk luar. Tips buat yang beli di down sizw ya 1 ukuran yang biasa kalian pake
Sepatu Compass Tribune 4884 Brown,0,🫶🏻
Sepatu Compass Velocity Lilac,0,Madep
Sepatu Compass Velocity Black Gum,0,"barang telah diterima dengan baik
terima kasih"
Sepatu Compass Tribune Red Gum,0,Gokil
Sepatu Compass Gazelle Low White Blue,0,uk nya agak gede
Sepatu Compass Tribune White Blue,0,Cakep
Sepatu Compass Jersey LS Away Maroon,0,keren
Sepatu Compass Retrograde Hi Decon Black White,0,Menyala
Sepatu Compass Tribune Black Gum,0,Kern bagus semoga awet
Sepatu Compass Tribune Red Gum,0,"Akhirnya landing dengan aman, yaaa walaupun agak sedikit telat😁"
Sepatu Compass Tribune Red Gum,0,cakep sii bahannya juga baguss top pokonya
Compass Gazelle Hi Black Gum,0,keren pas banget
Sepatu Compass Tribune Black Gum,0,Selalu keren
Sepatu Compass Gazelle Hi Black White,0,Cool bingits!
Sepatu Compass Velocity Grey,0,kelaz
Sepatu Compass Tribune Navy Gum,0,Yang lokal” aja
Sepatu Compass Proto 2 Hi,0,Bagus sesuai
Sepatu Compass Tribune Black Gum,0,Model dan Kenyamanan terbaik.Apotik Tutup💥
Sepatu Compass Proto 2 Hi,0,kelazzz 🔥🔥🔥🔥🔥
Sepatu Compass Tribune White Blue,0,good
Sepatu Compass Tribune Black Gum,0,"bagus banget,pengeriman cepet makasih..."
Sepatu Compass Jersey LS Home Black,0,barang sampai dengan aman dan sesuai dengan pesanan
Sepatu Compass Tribune White Blue,0,gacoor
Sepatu Compass Proto 2 Hi,0,cakeeep banget dari dulu pengen punya ini
Sepatu Compass Tribune Black Gum,0,goks 🔥
Sepatu Compass Tribune Black Gum,0,Josss nominuss lemnya sangat rapi sepatunya empuk lagi
Sepatu Compass Tribune Navy Gum,0,mantap
Sepatu Compass Tribune White Blue,0,pembelian ke 3 dalam waktu 1 bulan. artikel tribune pula. luar biasa hype lebaran 2025 ini. akhirnya dapet biru dan hitam. wajib upsize buat yang mau beli. ada minor kele... 
Sepatu Compass Tribune Black Gum,0,"versi hitam ini. emg beda ama versi 4884. suede nya beda sih. buat daily lbh cocok versi reguler ini. tp kl mau yg standout, ambil 4884."
Sepatu Compass Tribune Black Gum,0,oke🫰🫰🫰
Sepatu Compass Jersey LS Home Black,0,Akhirnya punya home & awanya 🙌🙌 Compass memang pas 🕺🏼🕺🏼
Sepatu Compass Tribune Black Gum,0,Bagussss
Sepatu Compass Jersey LS Home Black,0,"kualitas produk terbaik, pengemasan baik, pengiriman baik, harga worth it"
Sepatu Compass Tribune Black Gum,0,"Barang bagus sesuai deskripsi, seller responsif, pengiriman aman dan cepat, thx compass"
Sepatu Compass Tribune White Green,0,Cakep sekali
Sepatu Compass Gazelle Hi Black White,0,"barang bagus sesuai ekspektasi, packing rapih, semoga awet

buat kaki yg lebar naikin 1 size jadi nyaman"
Sepatu Compass Tribune Black Gum,0,barang nya bagus dan nyaman dipakai
Compass Velocity Black,0,"kerennnn, ukurannya juga pas
ajib pokoknya deh"
Sepatu Compass Tribune Black Gum,0,Sepatunya bagus dan fit di kaki 👍👍
Sepatu Compass Gazelle Low Black White,0,"sesuai foto, kualitas ok👍"
Sepatu Compass Velocity Black Gum,0,Bagus
Sepatu Compass Tribune 4884 Black,0,Bagus
Sepatu Compass Gazelle Low Black White,0,Mantabs...cepat
Sepatu Compass Tribune Black Gum,0,"Sepatunya bagus, kualitas bagusss ga nyesel deh"
Sepatu Compass Tribune Black Gum,0,"Brand lokal yang gak perlu di khawatirin lagi mengenai kualitas dan branding, thank you Compass!"
Sepatu Compass Velocity Black Gum,0,"Quality, packaging, shipping all good. The best for Compass"
Sepatu Compass Gazelle Hi Black Gum,0,Bagus
Sepatu Compass Tribune Red Gum,0,gacorr
Sepatu Compass Tribune Black Gum,0,Bentuk dan ukuran: Pas sesuai ekpetasi rekomendasi banget pokonya belanja d toko ini🔥
Sepatu Compass Retrograde Hi Decon Triple Black,0,Oke not bad
Sepatu Compass Velocity Black Gum,0,bagus
Sepatu Compass Tribune Black Gum,0,Good job
Sepatu Compass Tribune Black Gum,0,Keren abisss
Sepatu Compass Proto 2 Hi,0,gada obattt gantengnya tapi sayang ada part yang ga kena jahitan sama gaada segelnya
Sepatu Compass Retrograde Slip On Kawung Cream,0,Nice
Sepatu Compass Tribune Black Gum,0,Mantapss. Tapi lem nya agak luber-luber
Sepatu Compass Tribune Black Gum,0,"gabakal nyesel, model casual, aman bgt buat di mix n match"
Sepatu Compass Tribune White Green,0,Bagus👍
Sepatu Compass Retrograde Low White Blue,0,lebih empuk daripada yang dikira.
Sepatu Compass Tribune Black Gum,0,"bagus banget, sayangnya gk ada ukuran 46"
Compass Gazelle Hi Black Gum,0,"cakep, pengiriman cepat, build quality oke"
Sepatu Compass Tribune 4884 Black,0,baguss bangett
Sepatu Compass Gazelle Low Weaves Sand,0,"Bagus banget bahan nya
Sama kaya di foto"
Sepatu Compass Tribune Black Gum,0,"bagus si oke, tolong di cek lagi lem yang kurang rapinya dibagian dalam"
Sepatu Compass Tribune White Green,0,"All good, diterima dengan baik. True size buat kaki yang ga lebar"
Sepatu Compass Gazelle Hi White Red,0,Okee
Sepatu Compass Tribune 4884 Black,0,overall barangnya bagus cerita yang dibawa juga cukup mendukung
Sepatu Compass Tribune Black Gum,0,Guuut
Sepatu Compass Tribune Black Gum,0,Alhamdulilah sampe . Sesuai dengan harga
Sepatu Compass Tribune Red Gum,0,Pas sesuai gambar
Sepatu Compass Tribune Black Gum,0,"ini brand lokal keren..
best artikel 2024 sih ini ..👍

support local"
Sepatu Compass Gazelle Low Cream,0,Tidak mengecewakan sangat bagus
Sepatu Compass Velocity Black Gum,0,"sepatunya pass di tangan, keren mantab elegan."
Sepatu Compass Tribune Black Gum,0,"Lebih bagus dari adidas dan sepatu model lainnya. G O A T !!!!!
Lokal Mendunia ini sih gokil abis"
Sepatu Compass Tribune 4884 Tan,0,Mantap
Sepatu Compass Gazelle Hi Black White,0,Sesuai..anak suka..biasa pake size 40 beli size 40 cukup LBH dikit...tq
Sepatu Compass Tribune Black Gum,0,Keren sesuai pesanan
Sepatu Compass Gazelle Hi Black Gum,0,"bagusss, tidak ada yg cacat atau lem berlebihan"
Sepatu Compass Gazelle Low Black White,0,Bagus
Sepatu Compass Tribune Black Gum,0,goks
Sepatu Compass Gazelle Low Cream,0,"cakep. rapih. istri suka. walaupun ternyata compass downsize. istri biasa pake no.37 23.5cm, trnyata compass 24.5cm. tapi masih bisa dipake, kaos kaki tebel + ikat tali y... "
Sepatu Compass Gazelle Hi Black White,0,"Cakep. dulu pernah punya generasi awal. sekarang jahitannya udah rapih, dulu mencong2 😅"
Sepatu Compass Retrograde Low Black White,0,Sepatu dengan kualitas mantappp
Sepatu Compass Gazelle Low Cream,0,gg
Sepatu Compass Gazelle Low Black White,0,Mantap pokoknya tidak mengecewakan
Sepatu Compass Retrograde Low White Blue,0,Biasa pake 41 trs beli size 40 masih kegedean terus beli lagi size  39 ngepas banget sakit wkwkwk
Sepatu Compass Retrograde Slip On Cream,0,"Sesuai pesanan, barang cepat sampai, semoga awet"
Sepatu Compass Tribune Black Gum,0,"modelnya bagus, ukuran sesuai, semoga awet"
Sepatu Compass Tribune 4884 Black,0,"Admin compass gaada lawan! Bener2 di bantu dari proses penukaran size sampe refund. Sayang gbsa pake sepatunya karena size kekecilan dan sudah tidak restock lagi, padahal... "
Sepatu Compass Tribune 4884 Tan,0,keren
Sepatu Compass Gazelle Low Black White,0,Sangat bagus
Sepatu Compass Tribune Navy Gum,0,"akhirnya wkwk ga sia sia menunggu, ga ada obat ni sepatu cap kijang lompat.."
Sepatu Compass Tribune 4884 Tan,0,Mantep barangnyaa bree
Sepatu Compass Tribune 4884 Tan,0,mantap top
Sepatu Compass Gazelle Low Black White,0,"Bagus banget barangnya, berkualitas bgt walaupun merek lokal bener bener sesuaii 😍"
Sepatu Compass Tribune 4884 Black,0,agak kurang srek sama bentuk di ujung sepatu nya
Sepatu Compass Retrograde Hi Decon Cream,0,mantull
Sepatu Compass Retrograde Hi Decon Black White,0,cakep parah
Sepatu Compass Gazelle Hi Black Gum,0,kelas gini bre
Sepatu Compass Tribune Black Gum,0,sepatu mantappp
Sepatu Compass Tribune Black Gum,0,"build in bagus dan keren local pride cintailah ploduk2 indonesia, pengiriman oke packing baik. good job👍"
Sepatu Compass Tribune White Blue,0,N
Sepatu Compass Tribune 4884 Black,0,keren sesuai expectation. thank's sepatu compass.
Sepatu Compass Tribune Black Gum,0,Gokss kualitasnya!!
Sepatu Compass Retrograde Intro+ Black White,0,"Asli ga pernah gagal ni sepatu kuda terbang , keren bro mntp"
Sepatu Compass Gazelle Hi Cream,0,Oke
Sepatu Compass Tribune 4884 Brown,0,bagus
Sepatu Compass Gazelle Low White Red,0,bagusss bangettt
Sepatu Compass Tribune 4884 Black,0,"bagus, pas"
Sepatu Compass Tribune White Green,0,Bentuk dan ukuran: Pas
Sepatu Compass Proto 2 Hi,0,"Modelnya keren, barang sampai lebih cepat dari perkiraan, seller sangat fast respons dan kooperatif. Dipakainya cukup nyaman, desainnya unik Research and Destroy ada extr... "
Sepatu Compass Tribune White Blue,0,Sepatunya top markotop anak saya sangat senang
Sepatu Compass Tribune 4884 Tan,0,Paduan warna nya cakep bener
Sepatu Compass Gazelle Low Black White,0,🔥🔥🔥
Sepatu Compass Tribune 4884 Tan,0,"Bagus bgt barangnya, kemasan oke. Cuma sepertinya agak kecil aja nih ukuran yang biasa dipakai. Atau mgkn karena baru aja"
Sepatu Compass Tribune 4884 Brown,0,cocikssssss🔥
Sepatu Compass Gazelle Hi Cream,0,-
Sepatu Compass Tribune White Green,0,Kualitas lokal brand yang tidak perlu diragukan.
Sepatu Compass Gazelle Low Weaves Graphite,0,terbaik 🔥🔥🔥
Sepatu Compass Tribune 4884 Tan,0,Mantap
Sepatu Compass Tribune 4884 Tan,0,"ukuran pas, keren, nyaman"
Sepatu Compass Tribune 4884 Black,0,"gila. belum 1 minggu uda beli lagi yang warna hitam. ga ada obat seri compass ini. simple nyaman dan ada aksen warna di upper laces ama pull tap. 
kali ini pengiriman ama... "
Sepatu Compass Tribune 4884 Tan,0,Jos
Sepatu Compass Tribune 4884 Black,0,Sizing fit
Sepatu Compass Tribune Black Gum,0,Ini nih bagusnya pakek banget😍😍
Sepatu Compass Gazelle Hi Cream,0,"keren banget dan nyaman, worth it lahhh pokoknyaa"
Sepatu Compass Tribune 4884 Tan,0,Jos
Sepatu Compass Gazelle Hi Black White,0,modelnya.. bahan nya.. mantaaap
Sepatu Compass Tribune 4884 Tan,0,"Material bagus, lucu banget modelnya sukaa 😍"
Sepatu Compass Tribune 4884 Brown,0,"KECEREEE BROOOOOOOO ,minesnya lem garapih udah itu aja selebih nya bumn"
Sepatu Compass Tribune 4884 Tan,0,"bagus, tp memang bukan yg dari segala sisi. ada dibagian yg kurang enak dipandang.
tali bagian belakang terlalu heboh, tp overall mantap"
Sepatu Compass Retrograde Intro White,0,"Gokil emang brandlokal terbaik, sepatu sesuai ekspektasi kualitas luar biasa"
Sepatu Compass Gazelle Hi Black Gum,0,bagussssss
Sepatu Compass Retrograde Intro+ Black White,0,SUPER BAGUS BANGET 😭😭😭😭
Sepatu Compass Retrograde Low White Blue,0,Bagus banget barang nya Terima kasih sell er semoga tambah berkah dan banyak yang order ya aaminn..
Sepatu Compass Tribune 4884 Black,0,RARE!!!
Sepatu Compass Tribune 4884 Brown,0,"alus pisan euy, keren jigana mun nongkrong diparapatan"
Compass Velocity Black,0,"bahan nya lumayan enak, model nya keren ukuran pas"
Sepatu Compass Tribune 4884 Tan,0,"yak, kurir salah kirim lagi. jadi sabar ya buat para pembeli. tapi sepatunya keren badai. warna earth tone ini jadi alternatif yang oke buat yg cari warna aman tp tetep k... "
Sepatu Compass Tribune White Blue,0,gemes
Sepatu Compass Tribune 4884 Black,0,"Barang bagus, mau beli lagi kalo restock"
Sepatu Compass Tribune White Green,0,recomended👍🏻👍🏻
Sepatu Compass Gazelle Low Cream,0,Bagus
Sepatu Compass Gazelle Low Cream,0,"modelnya bagus banget, rekomen banget buat kado ke cewe😅, apalagi dengan kualitas barangnya itu sudah sangat sangat terjamin. Thanks compass."
Sepatu Compass Tribune White Green,0,Yang pasti pasti aja
Sepatu Compass Tribune 4884 Tan,0,gajelas beli di awal malah mahal dan skrng turun👎🏻
Sepatu Compass Tribune 4884 Black,0,"Srek di kaki, nyaman dan yang penting tidak hilang arah 🧭"
Sepatu Compass Tribune 4884 Black,0,Sepatunya enteng dan nyaman untuk design 4884 black terbaik
Sepatu Compass Tribune 4884 Black,0,"Fitting pas, material ok. Selalu memuaskan, terbaik Compass."
Sepatu Compass Tribune 4884 Black,0,"Pass, thx you"
Sepatu Compass Tribune 4884 Brown,0,cakep pisan
Sepatu Compass Tribune 4884 Black,0,"bagus,pengirimannya aja yg kurang baguss!"
Sepatu Compass Tribune 4884 Black,0,baik
Sepatu Compass Tribune 4884 Brown,0,"nyamannn besssttt lejatt sepatunyaaa  , pengiriman cepat , 
packing rapih"
Compass Velocity Black,0,"sukaaa sm barangnyaa, amann.baik semuaa🤗"
Sepatu Compass Tribune 4884 Black,0,Pas dikaki walau rada sempit
Sepatu Compass Tribune White Blue,0,Biar bintang yang talking
Sepatu Compass Tribune 4884 Brown,0,pesanan sesuai terima kasih seller
Sepatu Compass Tribune 4884 Brown,0,kebesaran :(
Sepatu Compass Tribune 4884 Black,0,Cakep fit dan rare haha
Sepatu Compass Tribune 4884 Tan,0,KELASZZ 🫡
Sepatu Compass Tribune White Green,0,mantap
Sepatu Compass Tribune 4884 Black,0,gacor
Sepatu Compass Tribune 4884 Black,0,okelahh
Sepatu Compass Velocity Keychain Blue Yellow,0,Keren abis... Gk kecewa
Sepatu Compass Gazelle Low Black Gum,0,Gokill sih barang cakep benerr
Sepatu Compass Tribune 4884 Black,0,Bagus
Sepatu Compass Tribune 4884 Tan,0,.
Sepatu Compass Gazelle Hi Cream,0,"Bahannya gk kalah sama brand luar, warnanya sesuai dengan gambar, respon admin juga cepat dan nyaman dipakai"
Sepatu Compass Tribune 4884 Tan,0,.
Sepatu Compass Tribune 4884 Brown,0,Bagus
Sepatu Compass Tribune 4884 Black,0,Lumayan memenuhi ekspetasi🤙🏼
Sepatu Compass Tribune 4884 Black,0,mantapppll
Sepatu Compass Retrograde Low Cream,0,Bagus
Sepatu Compass Tribune 4884 Tan,0,"detailsnya rapi dan keren. tapi emg kudu up 1 size dr compass yg biasanya kita pake. kaki aku 26,5cm tp di size 40 nya press bgt wkwkkw"
Sepatu Compass Tribune White Green,0,josjis
Compass Gazelle Low Black Gum,0,"Emang bener suruh downsize 1 nomor, aku yang biasa pakai uk 40 di 38 masih pas, kalau mau longgaran dikit yg 39, krn lagi kosong terpaksa ambil 38 tapi masih aman banget,... "
Sepatu Compass Tribune 4884 Tan,0,🤙🏻
Sepatu Compass Tribune White Blue,0,💦💦💦💦🕳💦🕳💦💦💦💦💦💦💦💦💦💦💦💦💦💦💦💦💦💦
Sepatu Compass Tribune 4884 Brown,0,"GOKILLLL Keren parah sih, walaupun insole tak bisa lepas & tak dapat cadangan, warna nya keren 🤎🧡💕💜sempat khawatir akan kegedean, info Kaka Admin harus upsize 1 ,... "
Sepatu Compass Tribune 4884 Brown,0,bagus min jossss
Sepatu Compass Tribune 4884 Brown,0,ok
Sepatu Compass Tribune 4884 Black,0,keren banget.. akhirnya nemu sz pas untuk sepatu ini.
Sepatu Compass Tribune 4884 Brown,0,"Bahannya baguss, sizingnya okee"
Sepatu Compass Gazelle Hi Black White,0,"Bentuk dan ukuran: pass
Warna: baguss
biar bintang yang menjelas kan"
Sepatu Compass Tribune 4884 Brown,0,selalu terbaik
Sepatu Compass Tribune White Blue,0,mantappp kaliiiii
Sepatu Compass Tribune 4884 Black,0,mantap nyooo
Sepatu Compass Tribune 4884 Black,0,The Best
Sepatu Compass Gazelle Low Cream,0,bagus ukuran pas
Sepatu Compass Gazelle Low Black White,0,"Sippp rekomended ,ukuran pas seperti rekomendasi seller"
Sepatu Compass Tribune 4884 Tan,0,Keren
Sepatu Compass Tribune White Green,0,"Sepatu ini emang perlu upsize karena sizing-nya kurang cocok bagi pemilik kaki lebar. Namun, dari segi kualitas dan bahan, this shoe is worth every penny."
Sepatu Compass Tribune 4884 Tan,0,🔥🔥
Sepatu Compass Tribune 4884 Black,0,Kerenn
Sepatu Compass Tribune 4884 Brown,0,🔥🔥
Sepatu Compass Gazelle Low White Blue,0,Keren kece coy
Sepatu Compass Retrograde Low White Blue,0,Salam dari Irwan team
Sepatu Compass Tribune 4884 Brown,0,"sepatu pertama compass , puas dengan sepatunya"
